Name,Score,Age,Ethinicity,Subject,Sex,ID
ROBERT COLEMAN,82,18,Hispanic,Data Structue,F,485
ROBERT GALLOT,85,20,White American,Data Structue,M,486
ROBERT GUILLERMO,89,20,White American,Data Structue,M,487
ROBERT KAPROSCH,69,18,White American,Data Structue,M,488
ROBERT LOPEZ,69,18,Hispanic,Data Structue,M,489
ROBERT MAERZ,47,20,European American,Data Structue,F,490
ROBERT MUHAMMAD,82,18,European American,Data Structue,M,491
ROBERT POSTEL,76,20,European American,Data Structue,M,492
ROBERT SERRANO,82,19,White American,Data Structue,M,493
ROBERT SHAW,85,20,White American,Data Structue,M,494
ROBERT STYLES,69,18,European American,Data Structue,F,495
ROBERT TAI,69,18,European American,Data Structue,M,496
ROBERT VELARDE,85,18,Hispanic,Data Structue,M,497
ROBERT WINSLOW,79,19,White American,Data Structue,M,498
ROLAND PICKENS,82,18,European American,Data Structue,M,499
RONALD PRUYN,47,18,White American,Data Structue,F,500
ROSE QUINONES,47,20,White American,Data Structue,M,501
ROSELYN JEQUINTO,59,18,European American,Data Structue,M,502
ROSEMARY LEE,85,18,European American,Data Structue,M,503
ROWENA PATEL,85,18,Hispanic,Data Structue,M,504
RUBY MARTIN,39,19,Hispanic,Data Structue,F,505
RUDOLPH ERLER,60,21,European American,Data Structue,M,506
RUDY CASTELLANOS,60,21,White American,Data Structue,M,507
RYAN CREAN,47,18,White American,Data Structue,M,508
RYAN KENNEDY,59,19,White American,Data Structue,M,509
SAHIR PUTRUS,47,18,White American,Data Structue,F,510
SAM YUEN,85,18,White American,Data Structue,M,511
SAMSON LAI,76,20,European American,Data Structue,M,512
SAMUEL NIETO,39,19,White American,Data Structue,M,513
SAMUEL ROMERO,59,19,White American,Data Structue,M,514
SANDRA HUANG,59,18,White American,Data Structue,F,515
SANDRA TONG,47,18,European American,Data Structue,M,516
SARAH CARY,76,18,White American,Data Structue,M,517
SCOTT SCHOLZEN,82,19,African American,Data Structue,M,518
SEAN BONETTI,89,20,White American,Data Structue,M,519
SEBASTIAN WONG,58,19,Hispanic,Data Structue,F,520
SHANNON SAKOWSKI,76,20,European American,Data Structue,M,521
SHARON FERRIGNO,39,19,European American,Data Structue,M,522
SHARON MCCOLE WICHER,47,18,White American,Data Structue,M,523
SHARON WOO,39,21,Hispanic,Data Structue,M,524
SHELLEY MITCHELL,79,19,White American,Data Structue,F,525
SIU-KWAN CHOW,85,18,Hispanic,Data Structue,M,526
SOFIA MATHEWS,69,20,Hispanic,Data Structue,M,527
SONALI BOSE,82,18,White American,Data Structue,M,528
STEPHEN TACCHINI,39,19,Hispanic,Data Structue,M,529
STEPHEN TITTEL,82,19,White American,Data Structue,F,530
STEVEN MANNINA,39,18,White American,Data Structue,M,531
STEVEN RITCHIE,59,21,European American,Data Structue,M,532
STEVEN WILLIAMS,39,21,European American,Data Structue,M,533
STEVEN WOZNIAK,82,21,White American,Data Structue,M,534
SURINDERJEET BAJWA,89,20,White American,Data Structue,F,535
SUSAN BUCHBINDER,89,20,European American,Data Structue,M,536
SUSAN CURRIN,76,18,Hispanic,Data Structue,M,537
SUSAN FERNYAK,59,19,European American,Data Structue,M,538
SUSAN GARRETT,85,18,Hispanic,Data Structue,M,539
SUSAN ILNICKI,59,18,European American,Data Structue,F,540
TANGERINE BRIGHAM,60,21,White American,Data Structue,M,541
TED YAMASAKI,89,18,European American,Data Structue,M,542
TERENCE OSULLIVAN,76,18,African American,Data Structue,M,543
TERESA BARRETT,69,20,European American,Data Structue,M,544
THERESA DENTONI,76,20,European American,Data Structue,F,545
THERESA LEE,79,19,White American,Data Structue,M,546
THERESA MUELLER,59,19,White American,Data Structue,M,547
THERESE STEWART,82,18,White American,Data Structue,M,548
THOMAS ABBOTT,79,19,White American,Data Structue,M,549
THOMAS ALDANA,76,20,African American,Data Structue,F,550
THOMAS BIBER,76,18,White American,Data Structue,M,551
THOMAS BUSBY,85,18,White American,Data Structue,M,552
THOMAS CLEARY,79,19,White American,Data Structue,M,553
THOMAS CUNNANE,59,21,Hispanic,Data Structue,M,554
THOMAS HARVEY,60,19,White American,Data Structue,F,555
THOMAS KOHMANN,76,18,White American,Data Structue,M,556
THOMAS MURPHY,60,19,European American,Data Structue,M,557
THOMAS REY,59,19,Hispanic,Data Structue,M,558
THOMAS SHAWYER,85,18,European American,Data Structue,M,559
THOMAS SIRAGUSA,89,20,White American,Data Structue,F,560
TIM AREJA,60,18,African American,Data Structue,M,561
TIMOTHY SINCLAIR,47,20,White American,Data Structue,M,562
TIMOTHY SULLIVAN,59,19,White American,Data Structue,M,563
TODD RYDSTROM,39,18,European American,Data Structue,M,564
TOMAS ARAGON,59,21,White American,Data Structue,F,565
TONEY CHAPLIN,59,18,White American,Data Structue,M,566
TRENT RHORER,60,21,European American,Data Structue,M,567
TROY JOLLIFF,47,18,African American,Data Structue,M,568
TROY WILLIAMS,89,20,White American,Data Structue,M,569
TRYG MCCOY,59,19,Hispanic,Data Structue,F,570
TUAMELIE MOALA,39,19,European American,Data Structue,M,571
TYRONE PRUITT,76,20,Hispanic,Data Structue,M,572
TYRONNE JULIAN,47,18,European American,Data Structue,M,573
VALERIE AGARD,79,18,European American,Data Structue,M,574
VALERIE INOUYE,69,20,European American,Data Structue,F,575
VAN LY,79,21,White American,Data Structue,M,576
VENUS AZAR,69,18,White American,Data Structue,M,577
VERNONICA JONES,79,19,White American,Data Structue,M,578
VICKI CLAYTON,76,18,White American,Data Structue,M,579
VICTOR WYRSCH,59,21,White American,Data Structue,F,580
VINCENT DAVIS,89,18,African American,Data Structue,M,581
VINCENT PAMPANIN,85,20,White American,Data Structue,M,582
VIVIAN DAY,39,21,Hispanic,Data Structue,M,583
WAYNE SNODGRASS,89,18,Hispanic,Data Structue,M,584
WENDY STILL,85,18,European American,Data Structue,F,585
WHITNEY YEE,47,20,White American,Data Structue,M,586
WILLIAM MCFARLAND,79,19,White American,Data Structue,M,587
WILLIAM MCFARLAND,39,18,Hispanic,Data Structue,M,588
WILLIAM MULKEEN,82,19,European American,Data Structue,M,589
WILLIAM RADER,76,20,Hispanic,Data Structue,F,590
WILLIAM ROUALDES,59,19,White American,Data Structue,M,591
WILLIAM SCOTT,82,19,Hispanic,Data Structue,M,592
WILLIAM SIFFERMANN,85,20,Hispanic,Data Structue,M,593
WING CHAN,82,19,European American,Data Structue,M,594
WING NG,39,19,White American,Data Structue,F,595
YIFANG QIAN,69,18,White American,Data Structue,M,596
ZACHARY PUMPHREY,47,20,White American,Data Structue,M,597
ZEBA IMAN NAZEERI-SIMMONS,69,20,Hispanic,Data Structue,M,598
ZHI JIAR ZHUANG,,19,Hispanic,Data Structue,M,599
