Name,Score,Age,Ethinicity,Subject,Sex,ID
SHARON FERRIGNO,41,19,European American,Physics,M,522
SHARON MCCOLE WICHER,49,18,White American,Physics,M,523
SHARON WOO,41,21,Hispanic,Physics,M,524
SHELLEY MITCHELL,81,19,White American,Physics,F,525
SIU-KWAN CHOW,87,18,Hispanic,Physics,M,526
SOFIA MATHEWS,71,20,Hispanic,Physics,M,527
SONALI BOSE,84,18,White American,Physics,M,528
STEPHEN TACCHINI,41,19,Hispanic,Physics,M,529
STEPHEN TITTEL,84,19,White American,Physics,F,530
STEVEN MANNINA,41,18,White American,Physics,M,531
STEVEN RITCHIE,61,21,European American,Physics,M,532
STEVEN WILLIAMS,41,21,European American,Physics,M,533
STEVEN WOZNIAK,84,21,White American,Physics,M,534
SURINDERJEET BAJWA,91,20,White American,Physics,F,535
SUSAN BUCHBINDER,91,20,European American,Physics,M,536
SUSAN CURRIN,78,18,Hispanic,Physics,M,537
SUSAN FERNYAK,61,19,European American,Physics,M,538
SUSAN GARRETT,87,18,Hispanic,Physics,M,539
SUSAN ILNICKI,61,18,European American,Physics,F,540
TANGERINE BRIGHAM,62,21,White American,Physics,M,541
TED YAMASAKI,91,18,European American,Physics,M,542
TERENCE OSULLIVAN,78,18,African American,Physics,M,543
TERESA BARRETT,71,20,European American,Physics,M,544
THERESA DENTONI,78,20,European American,Physics,F,545
THERESA LEE,81,19,White American,Physics,M,546
THERESA MUELLER,61,19,White American,Physics,M,547
THERESE STEWART,84,18,White American,Physics,M,548
THOMAS ABBOTT,81,19,White American,Physics,M,549
THOMAS ALDANA,78,20,African American,Physics,F,550
THOMAS BIBER,78,18,White American,Physics,M,551
THOMAS BUSBY,87,18,White American,Physics,M,552
THOMAS CLEARY,81,19,White American,Physics,M,553
THOMAS CUNNANE,61,21,Hispanic,Physics,M,554
THOMAS HARVEY,62,19,White American,Physics,F,555
THOMAS KOHMANN,78,18,White American,Physics,M,556
THOMAS MURPHY,62,19,European American,Physics,M,557
THOMAS REY,61,19,Hispanic,Physics,M,558
THOMAS SHAWYER,87,18,European American,Physics,M,559
THOMAS SIRAGUSA,91,20,White American,Physics,F,560
TIM AREJA,62,18,African American,Physics,M,561
TIMOTHY SINCLAIR,49,20,White American,Physics,M,562
TIMOTHY SULLIVAN,61,19,White American,Physics,M,563
TODD RYDSTROM,41,18,European American,Physics,M,564
TOMAS ARAGON,61,21,White American,Physics,F,565
TONEY CHAPLIN,61,18,White American,Physics,M,566
TRENT RHORER,62,21,European American,Physics,M,567
TROY JOLLIFF,49,18,African American,Physics,M,568
TROY WILLIAMS,91,20,White American,Physics,M,569
TRYG MCCOY,61,19,Hispanic,Physics,F,570
TUAMELIE MOALA,41,19,European American,Physics,M,571
TYRONE PRUITT,78,20,Hispanic,Physics,M,572
TYRONNE JULIAN,49,18,European American,Physics,M,573
VALERIE AGARD,81,18,European American,Physics,M,574
VALERIE INOUYE,71,20,European American,Physics,F,575
VAN LY,81,21,White American,Physics,M,576
VENUS AZAR,71,18,White American,Physics,M,577
VERNONICA JONES,81,19,White American,Physics,M,578
VICKI CLAYTON,78,18,White American,Physics,M,579
VICTOR WYRSCH,61,21,White American,Physics,F,580
VINCENT DAVIS,91,18,African American,Physics,M,581
VINCENT PAMPANIN,87,20,White American,Physics,M,582
VIVIAN DAY,41,21,Hispanic,Physics,M,583
WAYNE SNODGRASS,91,18,Hispanic,Physics,M,584
WENDY STILL,87,18,European American,Physics,F,585
WHITNEY YEE,49,20,White American,Physics,M,586
WILLIAM MCFARLAND,81,19,White American,Physics,M,587
WILLIAM MCFARLAND,41,18,Hispanic,Physics,M,588
WILLIAM MULKEEN,84,19,European American,Physics,M,589
WILLIAM RADER,78,20,Hispanic,Physics,F,590
WILLIAM ROUALDES,61,19,White American,Physics,M,591
WILLIAM SCOTT,84,19,Hispanic,Physics,M,592
WILLIAM SIFFERMANN,87,20,Hispanic,Physics,M,593
WING CHAN,84,19,European American,Physics,M,594
WING NG,41,19,White American,Physics,F,595
YIFANG QIAN,71,18,White American,Physics,M,596
ZACHARY PUMPHREY,49,20,White American,Physics,M,597
ZEBA IMAN NAZEERI-SIMMONS,71,20,Hispanic,Physics,M,598
ZHI JIAR ZHUANG,69,19,Hispanic,Physics,M,599
