Name,Score,Age,Ethinicity,Subject,Sex,ID
SHARON FERRIGNO,45,19,European American,Maths,M,522
SHARON MCCOLE WICHER,53,18,White American,Maths,M,523
SHARON WOO,45,21,Hispanic,Maths,M,524
SHELLEY MITCHELL,85,19,White American,Maths,F,525
SIU-KWAN CHOW,91,18,Hispanic,Maths,M,526
SOFIA MATHEWS,75,20,Hispanic,Maths,M,527
SONALI BOSE,88,18,White American,Maths,M,528
STEPHEN TACCHINI,45,19,Hispanic,Maths,M,529
STEPHEN TITTEL,88,19,White American,Maths,F,530
STEVEN MANNINA,45,18,White American,Maths,M,531
STEVEN RITCHIE,65,21,European American,Maths,M,532
STEVEN WILLIAMS,45,21,European American,Maths,M,533
STEVEN WOZNIAK,88,21,White American,Maths,M,534
SURINDERJEET BAJWA,95,20,White American,Maths,F,535
SUSAN BUCHBINDER,95,20,European American,Maths,M,536
SUSAN CURRIN,82,18,Hispanic,Maths,M,537
SUSAN FERNYAK,65,19,European American,Maths,M,538
SUSAN GARRETT,91,18,Hispanic,Maths,M,539
SUSAN ILNICKI,65,18,European American,Maths,F,540
TANGERINE BRIGHAM,66,21,White American,Maths,M,541
TED YAMASAKI,95,18,European American,Maths,M,542
TERENCE OSULLIVAN,82,18,African American,Maths,M,543
TERESA BARRETT,75,20,European American,Maths,M,544
THERESA DENTONI,82,20,European American,Maths,F,545
THERESA LEE,85,19,White American,Maths,M,546
THERESA MUELLER,65,19,White American,Maths,M,547
THERESE STEWART,88,18,White American,Maths,M,548
THOMAS ABBOTT,85,19,White American,Maths,M,549
THOMAS ALDANA,82,20,African American,Maths,F,550
THOMAS BIBER,82,18,White American,Maths,M,551
THOMAS BUSBY,91,18,White American,Maths,M,552
THOMAS CLEARY,85,19,White American,Maths,M,553
THOMAS CUNNANE,65,21,Hispanic,Maths,M,554
THOMAS HARVEY,66,19,White American,Maths,F,555
THOMAS KOHMANN,82,18,White American,Maths,M,556
THOMAS MURPHY,66,19,European American,Maths,M,557
THOMAS REY,65,19,Hispanic,Maths,M,558
THOMAS SHAWYER,91,18,European American,Maths,M,559
THOMAS SIRAGUSA,95,20,White American,Maths,F,560
TIM AREJA,66,18,African American,Maths,M,561
TIMOTHY SINCLAIR,53,20,White American,Maths,M,562
TIMOTHY SULLIVAN,65,19,White American,Maths,M,563
TODD RYDSTROM,45,18,European American,Maths,M,564
TOMAS ARAGON,,21,White American,Maths,F,565
TONEY CHAPLIN,65,18,White American,Maths,M,566
TRENT RHORER,66,21,European American,Maths,M,567
TROY JOLLIFF,53,18,African American,Maths,M,568
TROY WILLIAMS,95,20,White American,Maths,M,569
TRYG MCCOY,65,19,Hispanic,Maths,F,570
TUAMELIE MOALA,45,19,European American,Maths,M,571
TYRONE PRUITT,82,20,Hispanic,Maths,M,572
TYRONNE JULIAN,53,18,European American,Maths,M,573
VALERIE AGARD,85,18,European American,Maths,M,574
VALERIE INOUYE,75,20,European American,Maths,F,575
VAN LY,85,21,White American,Maths,M,576
VENUS AZAR,75,18,White American,Maths,M,577
VERNONICA JONES,85,19,White American,Maths,M,578
VICKI CLAYTON,82,18,White American,Maths,M,579
VICTOR WYRSCH,65,21,White American,Maths,F,580
VINCENT DAVIS,95,18,African American,Maths,M,581
VINCENT PAMPANIN,91,20,White American,Maths,M,582
VIVIAN DAY,45,21,Hispanic,Maths,M,583
WAYNE SNODGRASS,95,18,Hispanic,Maths,M,584
WENDY STILL,91,18,European American,Maths,F,585
WHITNEY YEE,53,20,White American,Maths,M,586
WILLIAM MCFARLAND,85,19,White American,Maths,M,587
WILLIAM MCFARLAND,45,18,Hispanic,Maths,M,588
WILLIAM MULKEEN,88,19,European American,Maths,M,589
WILLIAM RADER,82,20,Hispanic,Maths,F,590
WILLIAM ROUALDES,65,19,White American,Maths,M,591
WILLIAM SCOTT,88,19,Hispanic,Maths,M,592
WILLIAM SIFFERMANN,91,20,Hispanic,Maths,M,593
WING CHAN,88,19,European American,Maths,M,594
WING NG,45,19,White American,Maths,F,595
YIFANG QIAN,75,18,White American,Maths,M,596
ZACHARY PUMPHREY,53,20,White American,Maths,M,597
ZEBA IMAN NAZEERI-SIMMONS,75,20,Hispanic,Maths,M,598
ZHI JIAR ZHUANG,88,19,Hispanic,Maths,M,599
